,civil,prediction
578,"I don't understand why, in 2015, you'd go from being able to specify",0
579,"Ubuntu 20.04 system, updated R 4.3.0 today, R",0
580,I second everyone on this thread.,0
581,"As framework developer, sometimes Java migration is bad.",0
582,"It's just as much as it needs another irc client, xmpp client",0
583,with which I can tell you with 99% certainty is currently used more outside of containers,0
584,It's impossible to catch the error. SoundPool is supposed to return a specific value,0
585,Well. even the syntax highlighting in the SQL Editor is bad in dark mode.,0
586,@user  - I added the fortune test case with symfony php templates (,0
587,"Yeah, the user already seems to have set that up,so can we get notified",0
588,I don't see why we should mislabel files because people use old music apps.,0
589,tributor that are necessarily infringed by their Contribution(s) alone or,0
590,I am just guessing but wouldn't in this case the 1st one in the class,0
591,Completely forgot about the AnkiDroid data folder. Thank you for the reminder,0
592,"I'll bite: I sure, I'm immuned.",0
593,fset = 4  // braceAdjustment = 2 if (foo),0
594,"Hi, we need to use the main exoplayer function",0
595,"ution"" drives me crazy...  IMO it makes sense to raise exception just like",0
596,please submit a coherent issue report and fill out the issue template,0
597,33418] 2020-07-14T22:21:29.574,0
598,fs and would either be more or less than desired,0
599,>Privacy policy? Is that even relevant? The application is banned from the Play Store,0
600,Merci!,1
601,FWIW... this code falls between the cracks. No one is truly comfortable reviewing,1
602,"Clang-tidy review says ""All clean, LGTM!",0
603,Yes. 1.Start Command Prompt.,0
604,The same issue please fix youtube with insulting personal ads.,1
605,Maybe something special in denmark?,0
606,"Ah yes, found it, if I say this, the run gets skipped.",0
607,"Remove image, as I don't like GIMP. But seeing the other ticket",0
608,hought of this design? Unless Signal has a different agenda?,0
609,@user @user could you describe this issue a bit more? I've fixed active,0
610,"Had a shot at fixing this, let's see",0
611,"Upload a test apk in the OP after you're done making changes, dud",0
612, optimizations! A small optimization causes zillion issues.,0
613,Hmm. I remember why I was asked to open this issue back then,0
614,of the same type. It needs to go solidly one way or the other.,0
615,Get in touch with the BBB core team and get their approval first. Can you,0
616,4P05Uz> >.,0
617,I think this is already going to be implemented with the new and planned way to distribute,0
618,"> So, the issue is that you don't want to use Buffer#position(",0
619,It doesn't like you put the warning codes in the tooltip.,0
620,:432) ~[elasticsearch-8.0.0-SNAP,0
621,I don't really care about your personal opinion.,1
622,@user for a fairly deep graph (say three levels contract/party/address to,0
623,I would never want to create a particle effect (or emitter) in code,0
624,11  pc 0004e123  /system/lib/libdvm,0
625,This looks like a regression to me. I think the previous code did a much better,0
626,Me neither.,1
627,NACK - the name of this crypto-currency is too similar to Bitcoin and might,1
628,"Sure! When's a good time? I don't use skype, the Windows",0
629,hmpf. while writing tests I figured there are actually more cases to consider.,1
630,I assume this is to bypass the Kerberos authenticator.,0
631,@user I added yet another special case for setting which pisses me off but I,1
632,"amples from above should be (or of following): - renamed if possible,  -",0
633,@user your first response was incredibly condescending. Be better,1
634,Idk how its not working for me,1
635,Still waiting for a new release of Curator.,0
636,@user There is a difference between HTTP and the implementation of the server socket.,0
637,Just another idea about the boolean stuff. I was thinking about this when trying to figure,0
638,"This is something I would also like to have available when using Closure Compiler,",0
639,The PR hasn't seen action for almost two months. I'd be happy if you,1
640,"eads), and then all the corresponding threads are woken up and need to get",0
641,there's a childCount() field for inode directory which can change over the time,0
642,Oh wow here we go.,1
643,i cant profile changes because i have an older libgdx jar and cant copy Sprite,0
644,More than a month without a reply.,0
645,e engine: sun.security.ssl.SSLEngineImpl@5b,0
646,rator is easy to configure if (and only if) you want to configure everything.,0
647,@user this wouldn't catch 11 for 1. Because there are spaces between the wild,0
648,Thanks for that but since this was the second source of error that wasn't detected I,0
649,blic void InMemoryXmlWebApplicationContextRunsWithNewestXSD,0
650,@user doh! I did not notice the user fixed it and the user pulled,0
651,Ok. I'll let it running for some time and see what happens.,0
652,"*fix, i am not good",0
653,Design still busy? I have no clue why design would prefer an ugly gray square,1
654,> selenium is spawning a TCP connection every time it does anything  correct.,0
655,Will explore alternative fix that doesn't touch it.,0
656,t the cost of skipping the entire document from being indexed...That would at least let,0
657,"As a workaround I found you can add a ""replace with regex"" extractor before",0
658,@user Signal keeps sucking battery.,1
659,I'm pretty sure I fixed this in the end.,1
660,Oh my god! This bug is driving me crazy! It's unfathomable that,1
661,"Yup, this is a nasty one I need to fix.",0
662,users (who can afford it) to enable it en masse.,0
663,"Woho!!!! Finally the tests are passing, I'm going to celebrate with a cold",0
664,"agreed  on all counts, regardless - I'm just processing notifications mobile so don",0
665,end it to all my friends.  But the addition of 'features' that don,0
666,"@user Looking at the diff in this PR, there is something wrong.",0
667,Most fiat payment methods available have daily limits on their side that would prevent Bisq users,0
668,someone please take a look at it,0
669,or.java:636) 18:06:55.134 29682 29,0
670,-4329-b8d4-1232ddec6d36.,0
671,"I'm using SwiftKey on one device, stock Android on the other and can't",0
672,d then it starts snowing,0
673,"quite ugly, but as a workaround, type casting suppresses the warning.",1
674,"Plications. In any case, you cannot avoid having to think about it.",0
675,crasy Idiot ```  Reported by,1
676,Better and hopefully leave a reference for any newbie out there stumbling onto this by having,0
677,"I messed up a merge, it should call flush(..) not discard.",0
678,"seems i messed up the rebase.. i needed to delete the branch, will",0
679,"Hi, hopefully someone with more in depth knowledge of TypeScript in particular can help us",0
680,"@user Darn, looks like you need to rebase this work onto master (",1
681,Looks like you were able to fix this on your own?,1
682,any Polish users will start using this app and here in Poland we need unicode stripping,0
683,erWrapper (1798893235),0
684,0) ▬at android.content.pm.PackageParser.parsePackage(,0
685,r.java:35) 10:39:02,0
686,@user  > There is design principle that demands to treat all classes around as enemies,0
687,Looks like you already have the code,1
688,Thanks a lot! I contacted the guy and blocked the offer. I found another offer,0
689,I don't have time for experimentation.,1
690,"what I am doing, my class inherits from ESIntegTestCase, which by",0
691," positive on this if it never ever ever happens again, and there's command line tool",0
692,"As @user says, please use the template when opening an issue. When you want",0
693,this is so embarrasing. I gave F-Droid a second chance,1
694,from the value of the benchmarks > as a whole since I doubt many people will apply,0
695,"here's your fix, I tested it and it closes the connection properly now (no",0
696,lar - not so fancy - use case: We use the ES 5.x client,0
697,THEY ARE REALLY ANNOYING,1
698,You'd get something more concise from me if you weren't wasting my time.,1
699,"There isn't good error messaging for that now, but we're working on it.",0
700,Can you create a unit test that reproduces the issue? OSGI is not good,0
701,"@user seems you've already included docs in this PR, so I will update the",0
702,now.  Ed: Updated because the syntax parser was hiding id,0
703,I'm back. Aparently nobody has done anything in the last 1.5 month,0
704,A wild,1
705,I'm fiddling with a solution for this.,0
706,"I bet we could really tune this for the EC2 test, since that runs on",0
707,"Wow, looks like they broke integration quite well.",1
708,"Here comes the reproducer (sort of, not necessarily tomcat specific):",0
709,How can I deal with it?,1
710,"at is being done, if they are not very careful through the whole process it is",0
711,"I sense the frustration here, however, that is not a great way to start a",0
712,"One line at the settings like the above, but feels for me to have more value",0
713,actually periodic snapshot of FJP state would be nice to see to identify potential bugs e,0
714,"Anything ""new SQL stuff"" which contains named parameters like `NULL`, `ON`",0
715,"@user there is some value for some users to have posted it, to get it",0
716,"Sorry, I didn't mean to discourage you from improving this area.",0
717,Direct access to the backing array is still useful in many places. As shown in my,0
718,this is a joke right? you probably have a different date for April Fools or,1
719,what a hot mes...,1
720,"Silly Norton, quarantining things based on not having enough information about them.",1
721,Epic!,1
722,why nobody answers to me? my God,0
723,@user In case you are content with [quick'n'dirty Python script](,0
724,PR is on it's way,0
725,@user Anyone of you saw recently any issues related to underscores VS dash as specified in,0
726,"NACK, small dictionary size means that this is private by obscurity.",1
727,running this patch with IntelliJ 14 passes without a jarhell,0
728,http > P.S. may be issue should be created for problem,0
729,Never ever seen again,1
730,"Oh, this is a really bad issue. Last chance to fix it: delete folders",0
731,Can't wait to see this in app!,1
732,I just think having to rename variables to circumvent a rule is bad.,0
733,I don't like what you say.,1
734,ap.main(Bootstrap.java:272),0
735,"k for instrumentation, hooking into particular container implementations. This is primarily driven by",0
736,+1 please it's been months I'm going insane,1
737,I was trying to find out how to test it without using the current XSD schema,0
738,No one to help me on this?,0
739,I recently filed an issue in this repository and in response I got the following email from,0
740,@user Thanks. You can makes this easier for you and us by sharing something more,0
741,@user This is a known issue which is in progress over at http  The gist,0
742,hones started with the issue as they started to use some pre existing data instead of,0
743,More people are interested in getting in on the action. In the weeks between a July,0
744,this adds a lot of confusion... I just lost several hours of problems investigation because of,0
745,I'd suggest upgrading your JVM.,0
746,Well - I'm not sure of a real way to write a test for this.,0
747,@user would it make sense to have a release of the json-schema valid,0
748,I apologize for not being more clear. I have no issues with you.,0
749,great selling points I was able to use to bring others to the platform from WhatsApp!,0
750,"this is a huge, intermittent pain for my tests on a Windows 10 PC.",0
751,It is a feature. Grid lines are ugly in dark theme,1
752,"the test looks scary long runnnig, but it's not too bad",1
753,since Android is shipping with the content provider to save at the internal storage/external storage,0
754,"In Internet slang, a person who sows discord on the Internet by starting arguments or",1
755,"Yeah the wording was bad, it'll change soon enough.",0
756,ging and reporting all of that but I'm rather positive RedPhone could use some serious,0
757,"Nobody, except you",0
758,On test-servers this works pretty well in combination with Filebeat and its Elastic,0
759,ha ha... The bot got his wires crossed,1
760,@user Sorry for the time it took me to create these tests. I tried to,0
761,@user Can this be closed given the latest release of urllib3?,0
762,I'm at org.xnio.ChannelListeners,0
763,are you on wifi or mobile data?,0
764,"Or just, idk, stop putting a limit on the SDK version it's compatible",1
765,That was fast!,0
766,I don't blame you for not wanting to contribute.,1
767,"n, as well as undue influence by money coming from political parties and foreign dictatorships",1
768,re out exactly what behavior we should be expecting across the various API levels / decoder,0
769,I love you.,1
770,I think we'd prefer to stick with the Android norms.,0
771,"@user First, thanks for trying to get K-9 Mail to work with P",0
772,I strongly recommend to mention Acoustic Echo Cancellation in the wiki or the docs,0
773,"1) that page is UGLY, please make it looks good, please read",1
774,@user I don't think using `final String topic = topicName,0
775,"Oh, even better! I'd also say there is no need to spend too much",0
776,@user wrote:  > We actually already have a case where whitespace only mode,0
777,Hm that's weird.,1
778,"As stated a several times, its the nature of the beast. And so many different",0
779,"3-21 09:36:08,139",0
780,I think Elasticsearch has done a pretty good job of staying ahead of the pace here,0
781,What happens if you run under Powershell?,1
782,> HTTP tunnel is an obvious and horrible security hole. Taking into consideration that MySQL user,1
783,"this sure slipped past me. I like it, nice to kill another dialog. Personally",0
784,Can't believe this,1
785,It could be your android system.,1
786,"nect fine-  Those are different apps, it's entirely possible that it's something",0
787,This is the only thing holding back the Wazuh dashboards.,0
788,I  ????  ,0
789,"ansformer implementation=""org.apache.plugins.shade.resource.Manifest",0
790,@user  >Checks that particular classes or interfaces are never used as type parameters,0
791,I barely use the app anymore since the iPad was introduced because of the issue described here,0
792,"I also host a webmail solution, just in case.",0
793,@user Thanks. Now working well.,0
794,Could you please create a PR instead of a Gerrit code review?,0
795,Best cure for a hangover!,1
796,They're not POM artifacts.,0
797,"Editing the filter on a valid query to become invalid hides the filter panel, and",0
798,"Congratulations, now we have renamed (shaded) the Ant files in the output so",0
799,Please fix this.,1
800,"FYI, these changes will probably require cleaning up code internally, and if the cleanup",1
801,Is there a workaround I can use? Or should I simply downgrade back to 1.,0
802,ed in comment #4678 (because simply force syncing the signal account or refreshing,0
803,adataFieldInstance` and `getAllMetaFieldsInstance`? 2) ref,0
804,Did anyone eventually write that blog post?,1
805,"O_O  Find us someone, or multiple someones, who can hack on",0
806,at java.nio.fs.UnixFileSystemProvider.checkRead(Security,0
807,All squashed correctly.,0
808,@user  > We actually do need `additionalQueryString` for dashboard message,0
809,nnect(EndpointImpl.java:599),0
810,Could you have a look with a profiler to see where the time is being spend,0
811,Glad your issue was solved.,1
812,r SuppressWarnings and update suppression file.  2) Changes at Input,0
813,I thought I rebased when you asked,1
814,"Fixed the bounds, but we're still definitely in the ""ugly Java UI""",1
815,"Without looking at code and understanding what you doing, it's impossible for me to suggest",0
816,"Clang-tidy review says ""All clean, LGTM!",0
817,Yeah it's definitely not helped by us using two different loaders. I agree that,0
818,> it has to go in the application code itself which kind of sucks  Can you,1
819,I was in a middle of watching a required video for one of my college classes.,1
820,ow better where to look...? There has to be another problem related to a case when,0
821,"Hi, is there support for AMD loading underway? Having goog.require's in",0
822,"I couldn't determine from the logs, if it is indeed the case, but could",0
823,"I fully agree, honestly at the start I was shocked when I saw signal autof",0
824,Good catch! Rebased. (Rebasing with renaming is bad,0
825,It looks like that page is describing goals and problems with 3.x. In my,0
826,kind..,0
827,yes disabling 'Hippie Engine autocompletion'  works very well,0
828,+1 to the above. Also on 5.29,0
829,and analysis.    If we are concerned about this maybe we should have a,0
830,e are so quick that the random sampling may miss specific outlier > requests that cause,0
831,I'll break up this PR because it's too complicated.,1
832,lication developer would only have to code the CategoryAnswerSubmission class in this case,0
833,Looking at this there is a problem where we can run out of Ephemeral port,0
834,Library/Frameworks//CoreFoundation.tbd and library file.,0
835,> BTW the reason this is coming up now is because the recent Gradle 3,0
836,It was from an iOS device. I couldn't tell you what was inside as it,0
837,edu.stanford.pipeline,0
838,"sicslab.lab.model.collision*/c, index, array)",0
839,"And yet, but there you go.",0
840,"Ping again, this is extremely annoying.",1
841,"go spend 2 hours to find out, that it's not a ""feature!",0
842,"Yes, you guessed it. But externs/exports won't really work",0
843,"Further, have some respect for the people who will get notified of your PR.",0
844,Is it possibile to add a test case?,0
845,Looks to me like you don't have an identity key,0
846,I'm also registering my interest as this will be epic,1
847,i don't need any external player since I don't have any sound system.,0
848,I swear I looked for duplicates.,1
849,I assume this is a typo and you meant AndroidX Work.,0
850,"@user oh hell, seems unreverted layout changes got into the test build. Or",1
851,"@user Maybe you can write a wiki page about the polyfills, what we",0
852,"I disappeared off the planet for a bit, school got busy, sorry about that!",0
853,Didn't want people to think it was a 0.9.1,0
854,I'm also experiencing this.,0
855,"need to break. Afterward, we need to reposition any runs after it (",0
856,This needs to be fixed.,0
857,So the fix is to replace that `for()` loop (ugh!) with `,1
858,"@user Here's what I did Step inside McDonald's Connect to their WiFi WITHOUT """,0
859,i've also been experiencing this error ever since 0.23.2 released.,0
860,"Yes, I understand there are workarounds, but it's an ugly way to",1
861,"I think there are a few stragglers, just dead build logic, comments,",0
862,Actors should not make assumptions about what color the SpriteBatch has.,0
863,"If it's executing the code in that stack trace, I think you'd need an",0
864,Yeah!,0
865,i screwed up this PR with my latest commits.  You'll have to redo,1
866,"ue some of the rebranding (offensive language, but that's just the sad",0
867,"I would love this feature, if I don't find one app that does this,",0
868,I get some test failure related to discovery here. There is too much magic in here,0
869,@user That works for me also,0
870,@user My apologies Scott. I wasn't trying to point fingers (I reviewed this,0
871,to align videos to the cutcout while using landscape because cutcouts come in,0
872,vocationBuilderImpl.java:59),0
873,Simple alternative would be allow the disappearing message for more than 1 week? 1month and,0
874,Can someone please let me know how to fix this issue permanently.,0
875,LwjglGL11 = if (openGLmajorVersion!= 1) return,0
876,"Ugh, I really would prefer to not use Microsoft, but I'm basically willing",1
877,Ahh.. wild cards.,0
878,You should be able to do this now!,0
879,ges on your device and make sure they work properly,0
880,"lolonaut, couldn't agree more!",0
881,Here is the error from adding that line:,0
882,ly crypto researchers or highly qualified engineers who worked on crypto protocols before.,0
883,"We're getting close, but I think there's one bit of ugliness we",0
884,I'll put this on my queue then. I imagine I'll close this in favor,0
885,"pretty much walk in the park, it allows to directly express most things that are needed",0
886,"LI extension - doesn't suck too bad, but Spring Security need to release another J",1
887,Do you have xposed or any like that running?,0
888,The current error reporting system is not good. But I'd rather move to something completely,0
889,"I have Signal on several devices, but I'm really disappointed too when it comes to",0
890,Totally! This is exactly what I was hoping to see soon,0
891,"@user sorry, I was too fast. You're right",0
892,can't believe that still isn't available... html mails on mobile are horrible (,1
893,"I am thankful to be better informed about the policies (no dependencies, assumptions of plugin",0
894,There is a unit test to verify exactly this case.,0
895,This change is misguided.,1
896,What's up with the CLA?,1
897,"he expected `null` result, which in my personal view seems like the only correct",0
898,sure. I will. I mess up all my work.,0
899,"Occasionally, one wants to insert `[""-Wl,--start-group",0
900,Oops.,1
901,http  ``` Found issue: issue #5489 - make sure we don't,0
902,Roughly: I have been distracted by work,0
903,ch causes Signal to stumble upon its own problem,0
904,I think the problem I experience is this: I can't build a plugin that would,0
905,*Andre Senft](https://jira.spring.io/secure/View,0
906,"nter seems to have a visible glyph where it shouldn't, which shows as the",0
907,i don't incur the cost of creating and tossing away these objects.,0
908,"in"" doesn't really help in this situation. Why tell the user to try again",0
909,"Just two smaller comments: I like the medical Patch Icon, it shows that PGP",0
910,"act take out all the BitShares derivatives, it's a total scam",1
911,I have rebased and squashed the code,0
912,Wow!,0
913,Pitest isn't for catching bugs in your code. It is for gauging,1
914,"@user Thx, made some global replace at some point and messed it up",1
915,we need to change all definitions those interpret `0` as infinite or `Integer.,0
916,Supposedly you can fix it with geckodriver on windows.,1
917,"Nevermind, the application is working again after restarting the device.",1
918,Done with another.,0
919,Reproduced today on Windows.,0
920,Oh wow. VLC doesn't even let you go below 1%.,1
921,erChangedEvent> tasks) throws Exception,0
922,that you don't like or they seems redundant to you.,1
923,work,0
924,Are you using wifi calling or something?,1
925,"s reset, or something?",0
926,@user @user  Do you recommend that we remove the phone nr? Is,0
927,eate after. - Branches themselves are clean: they change only the files I,0
928,S app can't handle this properly. Correct me if I'm wrong.,0
929,"When contemplating schema+data version, it's possible there are multiple changes in each version",0
930,I was just trying to say that this is such a central part and we should probably,0
931,Hell with consistency right? Will post a fix shortly.,1
932,This is more of a github issue itself by not allowing an issue template akin to google,0
933,it examplified here by you is why one loses any interest in doing this kind,0
934,Erd cleaned all up and balance was also confirmed with importing the seeds in electrum,0
935,I have one bad Ice Cream Sandwich device (4.0.4) that is,0
936,Is there any update on when this will be fixed? We are considering moving away from,0
937,Changing the 'Start of next day` setting in AnkiDroid clobbers,0
938,I'm busy reading up on the Loader code and instrumenting it right now as,0
939,I don't think we will get to this in the near future.,0
940,I don't like what you say.,1
941,I didn't think about this when I made #294.,0
942,"Sorry, referenced wrong issue. Re-opening.",0
943,Travis isn't very smart.,1
944,: failed to load plugin x-pack-sql.,0
945,I'm using different conferencing solutions for years and never had one that showed me,0
946,Is anyone else facing this in 2021?,0
947,JGroupsTransport[] (keycloak-cache-init) JG,0
948,E uses less RAM.,0
949,~80% laziness (installing two things is more work than installing one thing,0
950,"y did the ""every operator has to ensure it is closed"" thing.",0
951,an you update the check?,0
952,"@user Google has started providing some of their artifacts (support lib, compatibility lib,",0
953, push haven't seem to worked -- just pushed it,0
954,"Ooo, even better!",0
955,"Oh no, this is a bad correctness.",0
956,I guess what you call 'hack' is what i'd call'solution without,0
957,@user - I also couldn't think of a good way to generalize the behavior,0
958,Didn't notice that you're running android 2.3 (debug log is empty,0
959,You are not doing this right! Nate is always to blame.,1
960,Did you fix it?,1
961,"No, I'm telling it to WhisperSystems. Just because other people are",0
962,still messed up,1
963,I'll try to do take the new changes from 2.7.x has been,0
964,We should build and host a version of the conjure jar for dude and then we,1
965,People should use the latest Gradle Integration nightly from http  I'll update the wiki,0
966,"k is build, gradle, or android studio.  I spent like 6 hrs",0
967,ngframework.boot.logging.LoggingApplicationListener.initializeSystem(,0
968,It looks bad for Serbian too. I translated it as `POŠALJ,0
969,You're ordering apps as if you're ordering burgers.,0
970,"target is web, and Java if the target is a standalone application.",0
971,It's really the first time I've heard complaints about too much/superfluous,1
972,Seems like a bug to me,1
973,any other way around this?,0
974,@user  we typically recommend to use the first one as in Presto codebase,0
975,I've already read this article but didn't think I have that few documents in my,0
976,I never understood why Gradle was considered necessary in the first place.,0
977,part of the spec. We originally punted this because Shadow DOM was chrome only and,0
978,Ill give it a whirl and see how ugly it is.,1
979,I'm closing this as this is not really a good approach to bulk downloading. We,0
980,oh dude! I think my bitmap fallback logic is off,1
981,"@user not sure what the plans are for merging this, but could you wait until",0
982,i can't decide whether a key event is due to a repeat key or is an,0
983,nintents.openpgp.util.OpenPgpApi,0
984,Glad you got it working.,1
985,@user Thoughts on this? Parameterized runner really bad so if there is a,0
986,"OK, chrome is ok,  safari is ok. But if it is better",0
987,I added the code and will run tests now!,0
988,Yes! The timing couldn't possibly be better for me.,1
989,of the other end answers or is just the connection that sucks.  one last thing,1
990,@user it's using ```int currentHour = ZonedDateTime.of,0
991,Also: What and end user thinks of 'external storage' is better named'rem,0
992,doh!,0
993,"BTW, any idea what may have caused this kind of issue?",1
994,"My objection is with the explanation: it makes it seem as if this is ""just",0
995,I get output identical to your Windows output on my Kubuntu 12.04 LTS,0
996,"Oh hey, check it out, someone else thinks this is bad behavior.",1
997,Any update. We are a way people hitting this. Now doing bisect with TF,0
998,"om encrypting mails.  But, okay, I understand there's probably no",0
999,"Neither did I, to be honest!",0
1000,Is 2.2.1 even available?,0
1001,Just a security company that is trying to get their five minutes of fame.,1
1002,"ation as described in Nejmeh's article, issue #146 is unrelated.",0
1003,"Dude it's not hard. When you get the error, click the Share button",1
1004,"Cool, if you thought about all the things then OK. I don't have much",0
1005,"I'm not going to shorten my report, everything I wanted to say is there,",0
1006,"Dude, Youtube has entire playlists to test AV1.give me a second",1
1007,"itViewport as the viewport for a Stage, > > which I don't",0
1008,Oops.,1
1009,It turned out that: - there is a lot of places using static-context logging,0
1010,com/21303438/216601930-045660,0
1011,If (logger.isWarnEnabled),0
1012,framework/Resources Done.,0
1013,ainConnection.lambda$openConnection$0(RemoteDomainConnection.java:211,0
1014,Nope. But if you have the ability to kidnap some unwary devs and threaten,1
1015,"i stumbled across this today, and am now also fighting jar hell in transient dependencies",1
1016,That's a pretty bad workaround.,0
1017,This has always driven me crazy too (in fact I was just ungluing,1
1018,"Idk what the status of that older LTS is, someone from the bazel",1
1019,"x any bugs, and therefore I don't see any reason for it to be a",0
1020,"Clang-tidy review says ""All clean, LGTM!",0
1021,It just went crazy on me with multiples,0
1022,take the AP(.tar) out of a compressed archive (usually) 2.,0
1023, noted above).  As an example of a successful use of Discourse as a community,0
1024,I sent you mail.,1
1025,I've tried a similar scenario and the problems seems to lie with Bisq.,0
1026,OMG! Thank you!!!,1
1027,"Ok, I was able to reproduce.",0
1028,@user and some of the others did you try listening to the company? I think,0
1029,"Can we remove the variants of error, warn, maybe all logger methods that don't",0
1030,mark.fatJar,0
1031,"ting me here, the technicals are cleqr and that is what we must",0
1032,ncrease awareness of your product and improve your SEO,0
1033,"Okay, I can use DefaultHttpResponse if I don't have the bytes already,",0
1034,"But that is silly. That means someone is starting bin/elasticsearch, but",0
1035,Lovely rant but you didn't answer my question.,1
1036,Where do we find that?,0
1037,"not a fan of the solution, but I tried several times in different contexts to get",0
1038,this is awesome! thanks so much! I didn't review every detail since it's,0
1039,e World.contactFilter and use preallocated Fixture instance instead. Don't,0
1040,"After messing with travis a lot more lately, I am inclined to close this PR",0
1041,I also don't see the value in the change made to register converters exclusively instead,0
1042,"Never mind guys, my mind was sending a GET instead of a POST with python requests",0
1043,"@user thank you for your further testing!  > Okay, I understand that this",0
1044,"Yes, good point, you're right. I underestimated this issue. But I still",0
1045,the main problems with.NET serverside running on Mono are: - slow slow cross,0
1046,Closing this because it's a duplicate of #1601 and #2872 and,0
1047,"Modifying a stack pipeline is possible but is not good, as you can see here",0
1048,"Yeah, sorry guys, I am just going to close this PR since the user already",0
1049,@user there is some things included in the commit (`performance-client-0,0
1050,"Yes, this is something really annoying",1
1051,yes it is misleading,1
1052,"It's Hasklug Nerd Font Mono, which renders all chars fine in other",1
1053,@user That's too bad. You've been developing the player for so many years,0
1054,"If you want to see videos you like, why not check your subscription feed for that",0
1055,m outside of the constructors class.,0
1056,"ission, let me move it, and then take that permission away again?",0
1057,Somewhat embarrassing,1
1058,I labeled this discuss rather than review because it screws with error messages a bit too much,1
1059,rror (avoids any ambiguity by forcing users to declare logic more explicitly),0
1060,"rike, because they are ahead of a China and big pharmaceutical company led panel throwing out",1
1061,ies go are balking at a change that will literally not affect them,0
1062,"From alex.mur...@gmail.com on April 29, 2012",0
1063,It's a shame dbeaver can't inject a function output into a field value,1
1064,I see this locally due to a very unusual build output directory structure.,0
1065,I will test tomorrow with other devices to rule out the crappiness factors of my,1
1066,EITHER PUT UP OR SHUT UP and BEAR THE CONSEQU,1
1067,I guess we just need to add the necessary `sysctl(3)` queries,0
1068,Like a t-shirt style homie,1
1069,"ut.println(""WARNING! NOT WRITABLE #2- "" + packet);",0
1070,@user cherry-picked to 2.10,0
1071,to be preinstalled) 6. pm install --user 0 DocumentsUIGoogle,0
1072,I fully support this as someone who hates youtube shorts. Please give them a separate tab,1
1073,the default set supplied in JAF plus the ones they configure via Spring.  Although,0
1074,"lol, I see how seriously (as in not) this project takes backups.",0
1075,I missed that travis hadn't finished yet.,0
1076,Could you _add a preference that's exposed to the user_ that would disable this,0
1077,* commented,0
1078,Maybe I can give it a try.,0
1079,"I had the same idea, but it didn't help",0
1080,lolat java.lang.Thread.run(ScheduledThreadPoolExecutor,0
1081,Static methods make me call ClassName.staticMethodName which is a bit ugly within,1
1082,Oops,1
1083,"I didn't have any luck reproducing locally, unfortunately.",0
1084,a transaction not being rolled back is related to forgetting a `@Configuration` annotation on,0
1085,Darn it. This change results in deadlocks in the `org.elastic,1
1086,I have to use whatsapp for,0
1087,I understand that it is a lot of work and I know since I did a lot,0
1088,Has there been any progress on this? I'm now in the midst of my third,0
1089,"want to solve are, _then_ we should start creating issues to address these things",0
1090,"e we can get anything valuable out of the test we have to fix it, alternatively",0
1091,To give you a more complete example.,0
1092,The default behavior of ZenHub not to take the current repository when creating a new issue,0
1093,Not only empty queries; a query containing only whitespace will fail too.,0
1094,"Your initial submission does not read like a bug report, but like you don't know",0
1095,Japanese looks even worse now... it says ankiドロイド lol  On,1
1096,ally automating the second one in RPM or DEB package upgrades,0
1097,"Nope, sorry. If your biz side wants only skippable ads,",1
1098,More you want it to be perfect.,1
1099,"re, they remain there and survive app restart, force stop, phone restart, etc",0
1100,Name: object.,0
1101,It just feels inconsistent switching between conversation and recipient preferences.,1
1102,"@user -- We have simply `<rule ref=""rulesets/java/n",0
1103,orted as an addendum to a ticket which is essentially about something else. You do,0
1104,I vote for C++ to have only one code to rule them all.,0
1105,s.YoutubeCommentsExtractor.getPage(Youtube,0
1106,Jackson is not good,0
1107,no%2F website,0
1108,t exist.,0
1109,"Dude, I'm not a developer, nor am I an authority on what can",1
1110,@user you can do whatever you want there.,0
1111,"of Electron from a resource perspective, and especially from a packaging perspective.",0
1112,Ugh! That's so bad. Hopefully there is some way to prod QtWeb,1
1113,t the current staticPicLib at that point. I know it is there because at,0
1114,"Ahh, make sense. When the second one failed, it was a bit weird",0
1115,"Same, annoying. Typed few hours an email, saves as draft, tried to",1
1116,We were using JMX + Datadog JMX integration to get heap + g,0
1117,"hey @user sorry but titanium backup isn't supported, it'll mess up a lot",0
1118,Ugh - every project I'm on seems to do this from time to time and,1
1119,ot recognize the actual connection quality  at the moment the call is done or whatever.,0
1120,Did you intend to close this?,0
1121,@user  Argh!   Andy - your jettyFactory()  method,1
1122,"erg [mailto:notifications@github.com] Sent: Monday, May",0
1123,Let's push this PR and create a new issue for that.,0
1124,ere graylog is accessible from. I tried setting the same value.,0
1125,You'd have to ask the Arduino folks,0
1126,"es brought on by trans-window copy/paste are the most annoying, because they",0
1127,hat you also have to check:  Afaik Chrome doesn't support Opus,0
1128,This seems like a major breakage; I don't think we can ship with this,0
1129,"Yes, I see, I thought I'd make it. No worries, next one",0
1130,some kind of Git screw-up,1
1131,ss files generated],0
1132,"yeah, with rotating I can reproduce this, good catch @user Android",0
1133,e this PR to just the REST layer change for now (which will probably in the,0
1134,I can reproduce this on 4.17.0,0
1135,"On Tuesday, Jul 1, 2014 at 11:07 AM, Alexander Grüne",0
1136,I wanted to add something else too: YouTube wants users to watch as many videos as,0
1137,Now I won't be suckered in to thinking there is only one I18N,1
1138,"content"":{""store"":True, ""type"":""text"", ""term_vector"":""with",0
1139,There's just no way to allow this without causing havoc.,1
