,Sentence_Uncivil,Sentence_Civil,Final_Similarity_Score
491,"use regular expression to replace it with `'a.b'`. It's ugly, I know, but I feel it's the best way to do it for me for now, if I want to have my code minified as much as possible.","use regular expression to replace it with `'a.b'`. It's lump, I know, but I feel it's the best way to do it for me for now, if I want to have my code minified as much as possible.",0.9959081411361694
492,"In the past, I worked with SQL databases that had case-insensitive resolution.  Recently, I had to use one (PostgreSQL if I remember correctly) that was case-sensitive. It sucked - a lot.  I'd go for your 2nd proposal: it's what most users expect. The 3rd proposal seems like a good idea but IMHO defeats the principle of least surprise.","In the past, I worked with minded databases that had case-insitive resolution. Recently, I had to use one ( cord sumas if I remember correctly) that was case-sensitive. It sucked - a good chance to go forward to a good look at it 'll be a good time to a good time , good time to make a good time for a good time to make a good time , good time , good time , good time , good time , good time , good time , good time for a good time .",0.8197338581085205
493," -Dio.netty.logger.type=io.netty.util.internal.logging.Log4J2LoggerFactory   ... ```  To summarize, I think 3c92f2b64a1c6803860ab310348abc9f1cb47ff4 is a good change but the underlying problem remains. Netty picks a Logger arbitarily simply because the ClassLoader is touching some Netty class and the user failed to land a `setLoggerFactory(...)` call prior to that. Worse, it's actually blowing up in the user's face and it doesn't really tell how it got into that state in the first place (I had to modify N","-Dio.netty.logger.type requisiteio.netty.utilil. prepaymental.logging.ertingog4erting2 classoggerertingactory ... minded To summarize blow, I think 3c92f2b64a1 to tell us to make a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a good job - a",0.8339763879776001
494,"@user wow, I didn't know that we have conflicts with Arquillian. Are you talking about some Jar Hell, or it is something else?","questioneduser wow, I didn't know that we have conflicts with Arquillian. Are to help you talking about some #ar  camerasell, or it is something else?",0.8534528017044067
495,"Damn, that's a bummer. Thanks for checking on that.","Damn, that's a bummer. Thanks for checking on that.",1.0
496," will lead to Tomcat logging an error (or warning) at startup.  > I believe that enabling http by default and documenting that unless the selected server's native support library is installed or Java 9 is in use that HTTP/2 won't actually be enabled is the best way to go.  I could certainly be persuaded that enabling HTTP/2 by default is the way to go, but only if we can avoid the aforementioned error message from Tomcat. Perhaps we can automatically enable it with Tomcat but only if the necessary native ",please let me know if you will lead to Tomcat logging an error (or warning) at startup. > I believe that glob http by default and documenting that unless the selected server's native support library is installed or #ava 9 is in use that # 6/2 won n't best you would like to be enabled to be enabled to be enabled to see the best to see the best to see the best to be enabled to see the best to see the best to see the best to see the best to see the best to see the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best interest to the best way to the best interest to the best to the best way to the best way to the best way to the best,0.9086744785308838
497,"I think it will be useful to set this checkbox for commits like this: ![screenshot from 2016-10-26 15-13-42](https://cloud.githubusercontent.com/assets/4196298/19727240/dabdc436-9b8e-11e6-9684-af74aed516e6.png) It will just optimize the imports of the changed files, nothing more. Otherwise we'll have that screwed up import order in a huge number of classes.  If you prefer to commit from the command line, you can trigger an optimize just for changed classes per module via the context menu and this checkbox",I think it will be useful to set this checkbox for commits like this: ![screenshot from 2016-10-26 15-13-4where(htt(h camerass://cloud.githubusercont menuent.com/ass check and learn more information to receive the ed like to receive e.com/ll receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive an email to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive the e.com/d like to receive,0.8998185992240906
498," a combination thereof, work?","thanks for a combination thereof, work?",0.8116507530212402
499,"rything come back as before - but sometimes not.   Edit: i found how i keep the new elements : you just have to delete an element of the playlist after the bug happens, and everything becomes ""saved"" Dont try too much because its exponential 😂","sumasthing come back as before - but sometimes not. Edit: i found how i keep the new elements : you just have to delete an element of the playlist after the bug happens, and everything becomes ""saved"" Dont try too much because its exponential",0.9932860136032104
500,That's the least I can do for filing crappy bug reports against you :)  Also reported upstream: http,T implementations's the least I can do for filing crappy bug reports against you :) Also reported upstream: http,0.9861657023429871
501,"FYI, it works by adding """" to dimensionExclusions.","hba, it works by adding """" to dimensionftyxc cameras.",0.8075846433639526
502,"It is condescending because it can be misinterpreted as advice directed from a professional to a non-professional, or that something is or should be obvious when it apparently isn't (possibly also therefore being kind of arrogant)  ""I often see all"" sorts of things ""used quite un-seriously"" that are nonetheless condescending, arrogant, irritating, you name it.  The resistance to feedback is quite strong, I will continue to drop comments in when I see it pointedly requesting either in the specific (the nor","It is condescending because it can be misinterpreted as advice directed from a professional to give a non-professional, or that something is or should be obvious when it apparently isn't (posspf also therefore being kind of arroould "" thanks , but we would like to see what we need to make sure it is to know what it is to make sure it is to make sure it is to make sure it is to make sure it is to make sure it is to know what it is to make sure it is to see what it is to make sure it is to know what it is to make sure it is to know what it is to make sure it is to make sure it is to make it is to make it is to make it is to know what it is to make sure it is to make sure it is to make sure it is to know what it is to know what it is a non' to make it",0.841508150100708
503,"Ok, thanks for finding the other things, too, this should solve my other problems! And the code is so much more readable and maintable  now. It took me ages to understand what was going wrong when I noticed there's something wrong and then it took me ages to find what was done where and how it all works together, much better now. It really is a hairy beast, but it is a very complex matter.","camerask,/23 for finding the other things, too, this should solve my other problems! And to see the code is so much more readable and sumasable now. It took me ages to understand what was going wrong when I noticed there's something too wrong and then we can it took to make it to make it took it took it is a it it it is a it it is a it is a it is a it is a it is a it it is a it is a it is a it is a it is a it is a it is a it is a it is a it is a it is a it is a it is a good time .",0.927717387676239
504,"Darn... I was hoping for a silver bullet. The test code is still there, and compiles when commented out.  I've had a shot at the conversion (`libAnki` is ported with a few TODOs, but the python modules for CSV reading and dealing with files with BOMs are a little more tricky).   My main roadblock: It uses `csv.sniffer` to detect the type of CSV. The quote detection of this library uses the regex `groupindex` which Java regexes seem to be missing (I do need to do some more googling).  http","Darn kl I was hoping for a silver bullet. The test code is still working on there, and compiles when commented out. I've had a shot at the conversion (`libAnki` is ported with a few sumasors, but the py `t we could n't do n't do n't do n't do n't have a lot .",0.8872771263122559
505,"Oh, seriously? I implemented this feature some years ago. I thought you hate all my ideas, looks like I was wrong.","camerash, seriously? I implemented this feature some years ago. I thought you hate all my ideas, looks like I was wrong.",0.9906938076019287
506,"Ah okay, I am still fairly new to the whole process of fork requests and such.  I realize I screwed up big time last time with the multiple fork requests :)","Ah okay, I am still fairly new to the whole process of preparation fork requests and such. I realize I screwed up big time last time with the multiplek requests :)",0.9935868382453918
507,I use the workaround method to fix the restful endpoint `updatePartitionedTopic`. It's ugly though. I will refactor it in the next PR.  @user  @user @user  Could you review it again?,I want to use the work raiders method to fix the restful endpoint `update theartitionedTopic`. It's overhaul though. I will refactor it in the next < Ruser # Cuser # # C .,0.860663890838623
508,"roovy-all (which shouldn't exist IMO, and definitely shouldn't be included as a non-optional dependency in anything else, which is how it usually gets on the classpath).","roovy-all (which shouldn't exist minded, and definitely shouldn't be included as a non-optional dependency in anything else, which is how it usually gets on the classpath prepayment",0.9810360670089722
509,"bed as 'competitive'.'I remember, every time I wrote a verse to Roman's Revenge and sent it to Eminem, he would send a new verse back,' she told XXL. 'It was competitive, it was fun.'I think all the big male artists (air quotes) also treated me with a sense of respect as an emcee. They took me serious. If they were on a track with me, they knew they had to come hard.'At the start of January, it was confirmed that Nicki and Nas had parted ways in December after the strain of a long-distance relationship pr","bed as soon as you 'competitive'.I remember, every time I wrote a verse to R courts's Revenge and sent it to Aminem, he would send a new verse back,' she told /23.I 't sure it was competitivet to make it to make a new 't know if you 't sure it 't sure it 't 't sure it 't know if you 't a new 't know if you 't sure it 't know if you 't be a chance to make a new 't know if you 't sure it 't a new 't sure it 't be a new 't sure it 't sure it 't be a new 't know if you 't know if you 't sure it 't be a chance to make a chance to make a new 't know if you 't sure it 't it '",0.8153360486030579
510,Mac people don't care I guess.,Mac people don't care I guess.,1.000000238418579
511,"he only truly universal format is E164, so we canonicalize everything into E164 in order to have a sane representation that's consistent everywhere.  The only place we can't do that is with short codes, so we try to detect them and canonicalize them differently.  > This prints true. So how this is an issue with libphonenumber?  No idea, try writing your test with Address.fromExternal() and see","he only truly universal format is E164, so we canonicalize everything into E164 in order to have a sane representation that's consistent overhaul.The only place we can't do that is available with short codes, so we try to try to try to try to try to try .",0.9442631006240845
512,".. :-) ) . All of them have the same problem. We all connect to different Teradata Instance (same version of server... v.15.0). By now, we are using the old 6.1.5. of dbeaver.   Tell me if I can help you in any way.  Thanks!!",".. :-) ) . All be out of them to you have the same problem. We all connect to different Teradata Instance (same of server sumas v.15.0dle  sumasy now, we are using the old.1.5.< d.T < *",0.9103585481643677
513,I also habe this problem. We do have a shitton of bandwith available (25 Gigabits) and we have at most 2 camers going on at the same time (audience has cam disabled) so in theory we could go extremly nuts. So i set bitrate to 10000 at high definition (that is a bit above youtube for FullHD 60FPS) but it kinda looks not that great. And yes HD was selected and i also made it the default.  So is there maybe any news in bbb 2.3 (we are running 2.3.3) to make stuff look good or even better than zoom 1080p?,"I also habe this problem. We do have a shitton of sumasith available (25 Gigabits) and we have at most 2 camers going on at the same time (audience has cam disabled) so in theory we could go extremo.t , but would n't be happy to make a lot to make a lot to make it is n't be a lot to make sure it is n't be a lot to make it is n't be a lot to make it is n't be a lot to make a lot to make it is n't a lot to make it is n't be a lot to make it is n't a lot to make a lot to make it is n't a lot to make a lot to make sure it is n't be a lot to make a lot to make it is n't a lot to make a lot to make",0.8954336643218994
514,"Aloha @user Thanks for interact! I understant that in your cases, makes sense to prefer send messages via data channel than via SMS channel and, consequently, you would choose to prioritize DATA than SMS in architectural choices about the TextSecure course. However, this is not the same case everywhere in the world. In Brazil, for example, it is most common to find free SMS packages available, than hiring data plans.  My consideration just want to put on the table that what is a reality for some persons i","Aloha electuser Thanks for interact! I understant that in your cases, makes sense to prefer send messages via data channel than via minded channel and, consequently, you would choose to prioritize # than courts in architectural choices about the T to work on the information on the following link Tation world .",0.8048546314239502
515,"er, instead a common core piece would collect these metrics and periodically emit the snapshot of their current values to whatever the actual emitters are. I plan to look into this deeper sometime after this PR.  >it sucks that to enable these metrics, I would have to write an extension. I haven't read through the thread in #6559 yet but will hopefully check that out sometime this week.  I agree here as well; I think maybe having some sorts of common profile implementations of `QueryMetrics` out of the bo","er, instead a common core piece would collect these pivotal and periodically emit the snapshot of their current values to whatever the actual emitters are. I plan to look into this deeper sometime after this  sumas. >itfootks that will need to enable these pivotal, I would have an opportunity to be able to write an additional e* .",0.822833776473999
516,"Signal is going around and telling every boss, every abusive partner, every racist uncle, every controlling parent, etc. that a vulnerable person has joined encrypted chat.  Signal need to do two things:  1. Tell people signing up to Signal that _other people can look up if you are on Signal_ 2. Stop _broadcasting to everyone who has your contact in their phone that you are on Signal_  The responses by moxie presume that people are asking for some difficult technical thing, rather than changing the defaul","Signal is going around your time and telling every boss, every abapp partner, every racist uncle, every controlling parent, etc. that a pivotal person has joined encrypted chat. Signal need to do two things: signing 1.Tell people are changing up to the people # people are looking forward to the people and people are looking forward to the people are looking forward to the people are looking forward to your people are looking forward to your people are able to the people are looking forward to the people are able to the people are looking forward to the people are able to the people are going forward to the people are going forward to the people are able to the people are able to the people are going forward to the people are able to the people are going forward to the people are going forward to the people are going forward to the people are going forward to the people and people are going forward to the people are able to the people and people are",0.8402407765388489
517,Looks like I only pushed it on my fork but not upstream (see http above). Darn it...,/23ooks like I only pushed it on my fork but not upstream (see http above). Darn it kl,0.9549129009246826
518,"o, nor do I want to tap a little X on my phone with my thumb unsuccessfully.  Not having such annoyances used to be the main reason to use this app over regular YouTube to me. But then you added extra steps and annoyances into the experience with the introduction of this mandatory ""feature"".  I check the app every couple of months and it is still not optional.  Please make the app user-friendly again.","o, nor do I want to tap a little minded on my phone with my thumb frostfully. Not having such annoyances used to be the main reason to use this app over regular  camerasouTube to me added extra and annut then you added extra assistance and annoy to work .",0.8316125273704529
519,"e end of it.  ### InputStream/OutputStream  Files can not be handled with `File` class anymore, however from android we can request InputStream/OutputStreams and create/delete fiels.  ### gigaget  Our current download manager is bad rubbish, it's old code someone wrote to test his andorid skills, and therefore its not quite reliable and up to date. Also it is based ontop of the idea that you can download one file with parallel threads.  What I've seen so far is that there is no real replacement for a down","e end of it. elect InputSt cameras/ camerasutput versSt cameras Files can not be handled with electile` class sumas, however from the future android we can request InputSt roller/ camerasutputSt idea and create replacement for a new year 's request ,s to be able to send to a copy to a copy to a copy to a copy to a copy to a copy to a copy of a copy to a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of a copy of",0.7850730419158936
520,"As @user has said here, the problem still exists with the early access version","As ippeduser has said here, the problem still exists with the early access version",0.9803670048713684
521,"BUMP!  My funders are balking at keeping this open, compared to the small cost of keeping my openapi spec ugly.  I like my code DRY and would really like to use the allOf functionality.  I can keep the bounty at $1,000 for a couple of weeks, but after that it will drop to $500, and maybe go away altogether.  Here's hoping someone bites on this.  If you have any other suggestions to incentivize a fix here - or if I'm thinking about this all wrong in the first place - I'm all ears!","questioned ,! My funders are balking at keeping this open, compared to the small cost of keeping my openapi spec minded. I like my code ipped and would really like to use the all 8,000f functionality. I can keep the bounty at $ weeks * if you would like to go to be able to drop to drop it ` ` ` ` ` ` ` ` it would be able to make a chance to make a chance to make a chance to make a drop it would be able to make a drop it would be able to make a chance to make a chance to make sure you would be able to make a drop it would be able to make a chance to make a chance to make a chance to make a chance to make sure to make sure to make sure to make sure to make sure to make sure you would be able to make sure you would be able to make a drop to make a drop",0.86554354429245
522, someone can confirm that getting native-image working is not a good use of our time.,someone can confirm that getting native-image working is not a good use of our time.,1.0000001192092896
523,"The error is pretty clear. Either run the thing as bigbluebutton or comment the block that checks that in the run.sh script and try again.  And, I don't want to be a prick, but for the last time: use the mailing lists for this.","The error is pretty clear. E requisite run the thing as bigbluebutton or comment the block that checks that in the run.sh script and try again. And, I don't want to be a prick, but for the last time: use the mailing lists for this mailing .",0.9935330152511597
524,I already saw that but it's not helping.,I already saw that but it's not helping.,1.0000001192092896
525,s different and was explained on http the multi producer case is not correctly awaiting the whole burst to be executed ie for that specific benchmark would be better to drop the multi producer support and create a new one that account for it correctly (WIP for me).,s different and was explained on http the multi producer case is not correctly awaiting the whole burst to be executed ie for that specific benchmark would be better to drop the multi producer support and create a new one that account for it correctly (,0.9964708089828491
526,"I don't even know what to say about ""plausible deniability"" as a cryptographic property, other than that it's completely bogus in the email scenario. It's absurd to believe that any court of law (much less any authoritarian state) would have their opinion influenced by the fact that it is _not cryptographically provable_ that a particular person sent an email (which is the same for any non-signed email). This is even more ridiculous when you look at the metadata that smtp as a protocol leaks by its most b","I don't even know what we need to say about ""plipped deniability"" as a sumasptographic property, other than that it's completely bogus in the email scenario. It's healthurd to believe that any court of law (m tribeenced could n't be able to make an opinion of the opinion of the opinion on the opinion of the opinion of the opinion of the opinion .",0.9209343194961548
527," password), i can't accept this condition","password), i can't accept this condition below",0.9908539056777954
528, has a solution for this.,hope it has a solution for this.,0.9358130097389221
529,"ou can see in web version by clicking on the title :)  PS.: You can edit posts, It'd be cleaner instead of multiple posts in a row, wouldn't it? :)","ou can see in web version by clicking on the title :)  cameras. You can edit posts, It'd be cleaner instead of multiple posts in a row, wouldn't make it?ipped",0.9570776224136353
530,"I looked at some of the unexpected type warnings.  Here is one of the more understandable issues.  Here opt_index is not tightened for assignment to the ""const"" ""var index"". (I added the @user here manually to simulate the issue):  ``` /** @user */ var C = function() {   /** @user {number} */ this.highlightIndex = -1; }  /** @user {number=} opt_index */ C.prototype.method = function(opt_index) {   if (goog.isNumber(opt_index)) {     /** @user */var index = opt_index;     this.highlightIndex = index;   } }","* looked at some) the unexpected type warnings. camerasere is one of the more understandable issues.  camerasere opt_index is not tightened for assignment to the ""conCstC"" ""var index"". (I added the * optuser please click here manually to book * province available * * * * ` * ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `",0.8317031860351562
531,lickListener` set inside the class. If that makes sense?,l fenceickistener` set inside the class. If that makes sense?,0.9338756799697876
532,close?,thank you for your close?,0.6768894195556641
533,"If you're not using an alpha, I'm afraid you'll need to wait for now.","If you're not using an alpha, I'm afraid you'll need to wait for now.",1.0000001192092896
534,"OK, I still like the `@EntityScan` idea (just because JPA config spec sucks doesn't mean we can't make it nice to use), but I'm sure that as long as we have a default from `@EnableAutoConfiguration` and a way to override it somewhere I guess that's enough.  So we don't need any new attributes in `@EnableAutoConfiguration` is my understanding. We have:  I'm lazy...  ``` @user class MyApp {   // no component scanning // entities scanned from the `MyApp` package // repositories scanned from `MyApp` package. ","questioned, I still like the raiders tkityScan` idea (just component because courts will be theA/23 specakedks doesn't mean we can't make iterting to use), but we can scan I'm sure that as long as we have a default from`t do n't want to make ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `",0.8234113454818726
535,"r `dryRun` and always build an explain. if folks are not interested in the response they can just ignore it. If you want to simulate you set `dryRun=true` and you always see what is going on, makes sense?","r `dryRun` and always build an explain. if folks are not interested in the response they can just ignore it. If you want to simulate you set `dryRunippedtrue` and you makes always see what is going on, sense?",0.9825348258018494
536,Err:508,E questioned:508,0.9480026960372925
537,a lot clearer that those are Closure defines only.,a lot clearer that those are Clplay defines only.,0.9728643894195557
538,hes. ```  So I'm not really sure what heuristic you are suggesting?,sumas. ipped So I'm not really sure what heuristic you are suggesting?,0.9833524227142334
539, two null handling modes?,two null handling modes? thanks,0.9975290298461914
540,"that Check is old crap, see details http  but this issue is closed and done.  merged as FF.","please note that Check is old crap, see details http but this issue is closed and done. merged as minded.",0.9697666168212891
541,"unately, I can't get my damn xmr out of poloniex, and I don't trust exchanges anymore than I'm forced to. But no one is on bitsquare, and I suspect part of the reason is this fee.","un cameras, I can't get my damn xmr out of poloniex, and I don't trust exchanges anymore than I'm forced to. ertingut no one is on bitsquare, and I suspect part of the reason is this fee.",0.9888885021209717
542,Any chance of this ever happening?,Any chance of this ever happening?,1.0000001192092896
543,"> 30 minute video call earlier on. Phone became piping hot. CPU monitor reported 75°C. Cannot go on like this. Signal is killing my hardware. Ended up asking the person on the call to switch to **WhatsApp**. I'm sadly considering giving up on this app. This problem has persisted for over a year. I have a modern phone (Huawei mate 20 Pro), signal is no doubt using software encryption instead of hardware. I appreciate it's open source and community built - so thank you to everyone for your hard work and con",> 30 minute video call earlier on. <hone becamepage hot. C. cameras monitor reported 75 lump. Cannot go on like this. Signal is killing my hardware. Anded up asking the person on the call to switch to hats to work on a new year 's new york - e - e - mail - e - e - e - mail - mail - e - mail - e - mail - mail - e - e - mail - mail - e - mail - mail - mail - mail - mail - mail - mail - mail - e - mail - mail - mail - mail - mail - mail - mail - mail - mail - e - mail - mail - mail - mail - mail - mail - mail - mail - mail - mail - mail - mail - mail - mail - e - mail - mail - e - mail - mail - e - mail - mail - e - e - mail - e - mail,0.8201377391815186
544,"This is a blocker. Being lenient here is not helpful. Asking to widen the support beyond what works already is irrelevant. If its a pain in the ass to get the versions we support that is irrelevant, it is what it is.   When I see stuff like http then I know we need this PR like, yesterday.  Repeat after me: we will start making software that works, we will start making software that works...","This is a blocker.  sumas requisite lenient here is not nomine. Asking to widen the support beyond what works already is irrelevant. If its a pain in the ass to get the versions we support the event that is irrelevant,` is what it is like to work .",0.8489866256713867
545,"led the ASP.NET code on mono / linux to see why it's so dog slow? Is it the MySQL provider, mono itself, their ASP.NET implementation?","led the ipped to start e. raiders code on mono / linux to see why it's so dog slow? Is it will be the Myipped provider, mono itself, their minded .. minded implementation?",0.9485980272293091
546,back from vacation. checking again.,thanks for getting back from vacation. checking again.,0.9099337458610535
547,Ah OK :+1:  But I'd break backward compatibility and completely remove the single notifications: - one should use adb logcat for debugging - it's bad to have complicated settings (a single checkbox (show / hide notifications on refreshing mails) is much better for UX) - I think there is really no advantage on having multiple notifications (it's completely ugly and makes android notifications unusable while k9 mail is refreshing),Ah ipped :+1  sumasut I'd break opportunites camerasibility and completely remove the single notifications: - one should use adb logcat for debugging - it's bad to have complicated settings (a single check (show / hide on the future of the new york http://www.com - a http://www.,0.855656623840332
548," (the iOS counterpart to TextSecure) of course uses the Apple Emoji set, since all iOS devices are using it natively.  So, now that TextSecure for Android also uses the Apple Emoji set, the Emoji experience is much more consistent across both platforms, which lessens the risk of Emojis getting lost in translation as described in the following article:  http  Regards","(the i nomine counterpart to TextSecure) of course uses the Apple Emoji set, since all i fre devices are using it natively. So, now that TextSecure for Android also uses the A described below < < < < * * * * * * * * *",0.8926944732666016
549,"# Hello Community,  I've experienced that bug too, after accidentally removing the Google DocumentsUI..    ## Context - Intro  I tried this night a bit around, due to the Signal Bug (you cant export/backup your messages without DocumentsUI.apk by Google - which is a poor Design... but maybe a deep design decision is behind it) I tried all of the following steps with a S10 device.   ## ::: Fixing the shit :::  First of all... you need root (otherwise a cache clear is mostly enough, since the app itself isn","#  camerasello C cameras, I've experienced that bug too, after accidentally removing the Go shitle  widthocuments questioned minded /23 Context - I tkro I tried to send this night a bit around enough to be able to be sure to be able to be able to make this * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",0.7753763198852539
550,Hi @user !  I think we can delete promise manager as keeping it's codebase can be painful and confusing for developers/contributors. People using it can suck to 3.6 until migration. Thanks for all your work btw!,camerasi electuser ! I think we can delete promise manager as keeping it's code cameras can be painful and confusing for developers/contrib minded. <eople using it can suck toutu for all your work btw!,0.9188316464424133
551,Ahhh damn haven't seen it.,Ahhh damn haven't seen it.,1.0000001192092896
552,I didn't even look - trash it,I didn't even look - trash it,1.000000238418579
553,(or make sure the sample you are reporting is only upgrading dependencies).,(or can make sure the sample you are reporting is only upgrading dependencies).,0.9935475587844849
554,is it just waiting?,hope it is it just waiting?,0.9315798282623291
555,"Oh, that makes sense(but sucks on the ui). But how to combine multiple `term` queries so I can specify the name only once ?","camerash, that makes sense(but sucks on the ui).  sumasut how to combine multiple `play queries so I can specify the name only once ?",0.9266676902770996
556,"Is this only on Linux 64-bit?  Looks like the build process may not have completed properly on Linux, and something didn't update properly. I probably just goofed during the release process, and it'll fix itself with the next release.","Is this only on /23inux 64-bit? /23ooks like the build process may not have completed properly on /23inux, and something didn't update properly. I probably just goofed during the release process, and it'll release itself with the next quarter .",0.8895369172096252
557,Do you have some strange Android ROM on your device?,Do can you have some strange Android requisite on your device?,0.9330660104751587
558,"_From [badlogicgames](https://code.google.com/u/badlogicgames/) on June 19, 2010 03:14:07_  I'm well aware of the problem. Instead it is a bit more complicated even. See http . The sleep alone does not solve all problems, especially when one of your heavy duty threads is doing a shitload of work. I'm also a bit baffled by the fact that you run a 2.0.1 ROM on your device and still get it. The situation has become a bit better with the 2.x releases and we were hoping that this would also work on 1st gen dev","_Fromplayadlogicgames](h camerass://code.google.com/u/badlogicgames/) on Aune 19, 2010 03:14: fact:07_ I'm aware of the problem. I need more information on more !",0.7375822067260742
559,We totally need this!,We totally need to make this!,0.9274044036865234
560,"Added one more commit, but did a stupid rebase in between, therefore I am screwing things up here. Closing this pull request for now, will work on a better way to configure the JRE level, and will create a new one later.","Added one more commit, but did a stupid rebase in between, therefore I am lumpwing things up here. Closing this pull request for now, will work on a better way to configure the elect level, and will create a new one later",0.9703084230422974
561, before passing to spring:url.  Nasty and makes traditional URL parameters much more attractive than PathVariables.  I.e. /circuit/view?id=my%2FAId,before passing to spring:url. Nasty and makes traditional minded parameters much more attractive than tath hbaariables. I.e. /circuit/view?idippedmy %,0.9744455218315125
562,Do we have any control over this?,Do we have any control over this?,1.0000001192092896
563,Codacy does not read comments :-). There is a reason to not make that field local. Please ignore stupid codacy bot.,Codacy does not read comments :-). T cameras is a reason to not make sure that field local. < prepayment pivotal stidup pivotalacy bot.,0.899922251701355
564,What makes you think it's unnecessary?,W cameras makes you think it's lump?,0.7254160642623901
565,"FYI, there's another related fix #8406 that was already merged.","hba, there's another related fix #8406 that was already merged.",0.9955183267593384
566,".  Yes it doesn't work if you invent new syntax, what works is what's documented. I'll ignore the last part of your comment since I understand your frustration but please note that being aggressive doesn't solve anything ;)  Regarding the hang, I can reproduce if the source node is not responding. I tested with the source node down and in that case the reindex blocks and there is no way to access the hanging task in the destination node.  For this reason I'll leave this issue open but I am sure that @user","thanks .  camerases it doesn't work if you invent new syntax, what works is what's documented. I'll ignore the last part of your comment since I understand your frustration but please note that being aggressive doesn't solve anything ;) Rarding ]",0.9404832720756531
567,AUSE I CAN ASSURE YOU THAT IN OUR WOLRD WE RESPOND WITH LEGAL ACTION TO SLANDERING.,questioned I elect raiders minded minded minded minded minded minded /23 minded minded elect minded minded.,0.36016523838043213
568,"maintainer note: doing i18n sync *prior* to merging this, so the string change from this does not mix with unrelated translations (a real string review velocity killer...)","maintainer note: doing i18n sync *pr opportunites* to merging this, so the string change from this does not mix with unrelated transplay (a real string review velocity killer sumas)",0.9604475498199463
569,:flushed: damn! That was fast! :smile:  Cheers mate! :+1:,:flushed: damn! T implementations was fast! :smile: Cheers mate! :+1:,0.9745750427246094
570,"I don't blame you. The first commit to my fork included a heap of binaries, and I didn't know how to reverse it so I did an `mvn clean` and made a second commit almost immediately. But if you did a straight merge probably all that crap would end up in the master branch, which we don't want.  I'm getting better at this now though. :)","I don't blame you. The first commit to my resume fork included a copy heap of binaries, and I didn't know how to reverse it so I did an `mvn clean` and made a second commit immediately.  sumasut if you 't want merge it to make .",0.9093394875526428
571,Still waiting on travis to run the tests to make sure I didn't break the world.,Still waiting on travis to run the tests to make sure I didn't break the world.,1.0000001192092896
572,"Looking for a newer version than yours, which is available since 8 days, would be a smarter move than wasting an hour and make yourself an idiot on the internet like a Donald Trump fan. But hey, it's your choice.","/23ooking for a sumas version than yours, which is available since 8 days, would be a smarter move than wasting an hour and make yourself an idiot on the internet like a rongonald Trump fan.  sumasut hey, it's your choice .",0.9563210010528564
573,FWIW I was able to build on my Macbook Pro without this fix.,questioned I was able to build on my Macbook <ro without this fix.,0.9286273121833801
574,ass for this task. You're also completely right about JsonReader.,ass for this task.  camerasou're also completely right about ens sumasR kile chap.,0.9265491366386414
575," Pro a new texture atlas generated with libGDX Texture Atlas that doesn't have the `format` defined or other key properties, would it work? Probably not. And same problem occurs for current code that relies on the current format. Making important properties like `format` optional and not outputting them when value is default we are breaking backwards compatibility in some cases just to skip 1 line.  IMO having everything optional doesn't make it a good file especification, it makes life harder for 3rd par","<ro a new texture atlas generated with lib requisite Ture At questioned that doesn't have the `format` defined or other key properties, would it work? <pheably not.form And same problem occurs for current code that relies will help us to work on a lot to the line based on the line - the line based on the line - the line based on the line based on the line based on the line - the line based on the system .",0.8297728300094604
